file_name,optimized_time,optimized_score,default_time,default_score
Virtual_Dataset21.csv,147.02911925315857,0.7606131932611492,135.266685962677,0.9997460731246147
VirtualDataset42.csv,67.68829488754272,-0.16890860809415975,152.0396909713745,-2.125242462159466
VirtualDataset80.csv,66.68593668937683,0.6469485910313639,276.32067942619324,0.9294954626558655
VirtualDataset79.csv,64.60057234764099,-0.3289437273994664,170.2206747531891,0.08961915704839218
Virtual_Dataset31.csv,55.5077064037323,-24345.823317244223,237.05985760688782,-4.080132266062553
VirtualDataset46.csv,54.3423593044281,0.596277623289684,239.4221420288086,-0.4578950650615403
VirtualDataset68.csv,51.33802032470703,-9.13425167418577,190.5141875743866,-11.769315404139672
VirtualDataset58.csv,50.55564856529236,-0.005153697610630337,300.2093918323517,-0.005153697618620612
VirtualDataset78.csv,49.67132520675659,0.4173623606218049,218.27775979042053,0.9332160874270354
VirtualDataset85.csv,49.61477875709534,-7.491011519152048,236.97871327400208,-2.473230349016499
VirtualDataset87.csv,49.17625713348389,-56.41795364887031,38.357757329940796,1.0
VirtualDataset55.csv,48.7920606136322,-0.1840190854955115,128.54712772369385,1.0
Virtual_Dataset6.csv,48.593823194503784,-0.0010972894710985504,226.88111639022827,-0.0007078646678833067
VirtualDataset48.csv,48.43524360656738,-2.167765364758938,197.6547703742981,-0.235626131315813
VirtualDataset89.csv,46.73874020576477,0.997652938018559,157.24799990653992,0.9999877292595436
VirtualDataset90.csv,46.30372881889343,0.9996498014578398,266.84271454811096,0.9999512663721757
VirtualDataset59.csv,45.5265007019043,-1.1259523216411083,177.74662899971008,-1.5238344892729199
VirtualDataset62.csv,44.126489877700806,-0.5142407745073196,242.54482436180115,1.0
Virtual_Dataset3.csv,42.946702003479004,-2.1132877531540473,21.74984860420227,1.0
Virtual_Dataset26.csv,42.89338421821594,0.3414781966676569,204.3791606426239,0.974301922536389
VirtualDataset73.csv,42.802462100982666,0.08092432265056615,138.66375589370728,-16.13436681382216
VirtualDataset88.csv,42.60758352279663,-0.14419092288243207,232.1296262741089,0.9946457689346726
VirtualDataset76.csv,42.306227922439575,-13.40391491230858,42.496421098709106,1.0
Virtual_Dataset11.csv,41.69646978378296,-1.0631458748486344,265.05040669441223,-0.7598665884197275
VirtualDataset84.csv,40.80213284492493,-7.491011519152048,189.98993849754333,-2.473230349016499
VirtualDataset64.csv,40.70257759094238,-2.350712980887975,53.352747201919556,1.0
VirtualDataset101.csv,39.090165853500366,-0.0015005366280207433,214.56082677841187,0.9650116906889279
Virtual_Dataset33.csv,38.643911361694336,-1.5896294409815819,195.36736750602722,0.38800936296919675
VirtualDataset91.csv,25.389124155044556,0.6987037716305335,142.27230143547058,-1.7496152664293394
VirtualDataset86.csv,24.544121265411377,-8.752101415205065,84.03593516349792,1.0
Virtual_Dataset17.csv,24.03145408630371,-75.68416748302201,13.620227575302124,1.0
VirtualDataset65.csv,21.8791286945343,0.9999999999999991,17.937602043151855,1.0
VirtualDataset97.csv,19.12349581718445,-781.2617529138638,293.6577537059784,-0.14690320696328008
VirtualDataset66.csv,18.80874729156494,1.0,74.76020812988281,1.0
VirtualDataset98.csv,17.7060444355011,1.0,45.0488805770874,1.0
Virtual_Dataset27.csv,15.980593204498291,0.9999956341750837,40.742138624191284,1.0
Virtual_Dataset35.csv,15.097216844558716,1.0,225.16932225227356,0.9999395464436124
VirtualDataset67.csv,14.483073234558105,1.0,15.82004427909851,1.0
VirtualDataset45.csv,11.805654764175415,1.0,260.5692765712738,0.9996708542362168
Virtual_Dataset28.csv,10.071150779724121,0.9999999999982546,68.80065441131592,1.0
Virtual_Dataset23.csv,8.421661615371704,0.4892635964363,37.677626609802246,1.0
VirtualDataset100.csv,8.286202430725098,1.0,224.84524726867676,0.999816700317622
Virtual_Dataset40.csv,8.00128960609436,1.0,20.77134609222412,1.0
VirtualDataset75.csv,7.975883722305298,-2.272046745713768,15.229684829711914,1.0
VirtualDataset54.csv,6.624785423278809,1.0,195.4676010608673,0.999677868406717
VirtualDataset93.csv,5.9028685092926025,0.9999999999966956,104.82297968864441,1.0
VirtualDataset69.csv,5.111207723617554,0.12556372017777118,26.490848541259766,0.9999677517430476
Virtual_Dataset25.csv,4.693605899810791,0.40772619389437925,134.0518298149109,-0.28151548988408037
VirtualDataset94.csv,4.173843145370483,0.9999999999999953,161.25254273414612,1.0
Virtual_Dataset38.csv,3.6725218296051025,1.0,19.84012460708618,1.0
VirtualDataset74.csv,3.1818323135375977,0.9999999999999999,50.89651083946228,1.0
VirtualDataset56.csv,2.8382537364959717,0.9999999999999993,14.187967538833618,1.0
Virtual_Dataset32.csv,2.7384700775146484,1.0,32.30312371253967,1.0
Virtual_Dataset41.csv,2.592402219772339,1.0,15.154392719268799,1.0
VirtualDataset52.csv,2.535560131072998,0.9999999999999223,64.4200267791748,1.0
Virtual_Dataset36.csv,2.4192984104156494,1.0,14.02427077293396,1.0
Virtual_Dataset4.csv,2.3857388496398926,1.0,13.884883403778076,1.0
Virtual_Dataset9.csv,2.346240282058716,1.0,244.334166765213,0.9999347564834784
VirtualDataset63.csv,2.2855961322784424,1.0,28.717419147491455,1.0
Virtual_Dataset24.csv,2.2782280445098877,0.9419440146592729,254.8692901134491,0.9612338112565596
VirtualDataset71.csv,2.0748486518859863,0.9999999999999999,13.243940830230713,1.0
VirtualDataset44.csv,1.8899462223052979,0.9989022095753283,13.195536613464355,1.0
Virtual_Dataset5.csv,1.845357894897461,1.0,15.460608005523682,1.0
VirtualDataset72.csv,1.7992181777954102,0.9999999999999997,75.91349673271179,1.0
