file_name,optimized_time,optimized_score,default_time,default_score
Virtual_Dataset22.csv,4.2458062171936035,1.0,23.30979824066162,0.996883359462411
VirtualDataset66.csv,32.0308952331543,1.0,13.074003458023071,1.0
Virtual_Dataset37.csv,4.337137460708618,0.9999999999999997,24.224868774414062,0.9996020099339606
VirtualDataset75.csv,3.652982711791992,0.9999999999996133,13.51125717163086,1.0
VirtualDataset53.csv,6.715056896209717,1.0,2.344731092453003,1.0
Virtual_Dataset8.csv,11.59274435043335,1.0,2.207392692565918,1.0
VirtualDataset90.csv,29.47232985496521,0.3100002739692155,23.783567190170288,-0.013151809237014644
Virtual_Dataset29.csv,9.367242813110352,1.0,1.0641899108886719,1.0
Virtual_Dataset31.csv,26.530367374420166,-200.65726503602042,20.89063811302185,-4.123674159000396
VirtualDataset94.csv,10.843486785888672,0.7045082638605427,23.670426845550537,0.9073774279079712
Virtual_Dataset14.csv,9.38905143737793,1.0,1.6780543327331543,1.0
VirtualDataset97.csv,7.4059898853302,0.9999999999998749,22.95667266845703,0.6218473397802218
Virtual_Dataset5.csv,9.348488807678223,1.0,2.1510541439056396,1.0
VirtualDataset88.csv,23.963944911956787,0.5430324642795051,30.425769567489624,-0.03707712553500109
VirtualDataset87.csv,23.597150087356567,-225.87530472937542,7.2518041133880615,1.0
VirtualDataset67.csv,3.5279197692871094,0.9999999999999977,5.368926286697388,1.0
Virtual_Dataset39.csv,7.968154191970825,0.9381680211826086,20.80534791946411,-0.0007035165725741699
VirtualDataset52.csv,5.890813589096069,0.9999999999999994,5.387194871902466,1.0
Virtual_Dataset7.csv,4.101477384567261,0.9999999999999994,3.3051259517669678,1.0
VirtualDataset80.csv,26.60591983795166,-44.293723933974206,23.050177812576294,0.6555330752345983
VirtualDataset57.csv,5.082427978515625,0.9999999999999999,8.5028076171875,1.0
Virtual_Dataset24.csv,4.622262954711914,0.9870900898497835,28.267710208892822,0.9530550312895267
Virtual_Dataset20.csv,7.6599037647247314,1.0,1.155794620513916,1.0
Virtual_Dataset10.csv,11.323123455047607,1.0,22.44041895866394,0.9998013783967045
VirtualDataset45.csv,31.02322793006897,0.9186563752516159,24.2885103225708,0.9967934363498967
Virtual_Dataset27.csv,18.341362714767456,0.9781758018938631,15.837731122970581,1.0
VirtualDataset76.csv,15.041242837905884,1.0,22.731895685195923,-37.55414790699336
Virtual_Dataset23.csv,16.672966480255127,-1.5519910904090057,19.688289403915405,1.0
VirtualDataset58.csv,28.193466901779175,-0.005153684305425177,25.62456488609314,-0.005153697616878228
Virtual_Dataset16.csv,9.09885287284851,1.0,0.537036657333374,1.0
VirtualDataset85.csv,12.986368894577026,-4.070841637663758,29.869112491607666,-2.365028773346864
VirtualDataset72.csv,10.277878046035767,1.0,10.084280252456665,1.0
VirtualDataset96.csv,7.674010753631592,1.0,2.71217942237854,1.0
Virtual_Dataset11.csv,24.62951421737671,-1.0631458748486344,26.55302929878235,-50.50475281168798
VirtualDataset46.csv,19.89720106124878,-0.5186376522606391,22.97759246826172,-0.4479304653573164
VirtualDataset61.csv,9.559203624725342,1.0,1.453554630279541,1.0
VirtualDataset50.csv,9.437201023101807,0.9996778186337443,32.976698875427246,0.9851515256520746
Virtual_Dataset41.csv,13.149809837341309,1.0,1.7013907432556152,1.0
VirtualDataset62.csv,12.541240215301514,-3831.317691970073,23.2900288105011,0.31543798559174174
Virtual_Dataset6.csv,34.019747257232666,-0.0010972894710985504,28.511096239089966,-0.0008698889672416055
VirtualDataset74.csv,10.801942348480225,1.0,12.10995864868164,1.0
Virtual_Dataset32.csv,9.366507291793823,1.0,1.925936222076416,1.0
VirtualDataset63.csv,7.44713020324707,1.0,1.173485279083252,1.0
VirtualDataset47.csv,9.098989009857178,1.0,0.5591845512390137,1.0
VirtualDataset100.csv,14.229386568069458,1.0,32.23225021362305,0.992238056935227
Virtual_Dataset13.csv,8.478902578353882,1.0,1.4655725955963135,1.0
Virtual_Dataset28.csv,5.599992990493774,0.9999999999999953,33.713085412979126,0.9271806182744667
VirtualDataset98.csv,11.3917236328125,1.0,23.57454824447632,-14.87243378391798
Virtual_Dataset40.csv,44.89643573760986,1.0,10.029556274414062,0.9997068402437074
Virtual_Dataset17.csv,5.448518753051758,1.0,2.4845149517059326,1.0
Virtual_Dataset38.csv,13.080967664718628,1.0,1.211432695388794,1.0
VirtualDataset93.csv,34.14657783508301,1.0,28.66241765022278,-6862.784824655494
VirtualDataset86.csv,59.609294414520264,-0.06029427563213341,24.3678195476532,1.0
VirtualDataset84.csv,11.62262749671936,-4.070841637663758,19.37918519973755,-2.365028773346864
Virtual_Dataset34.csv,8.948466062545776,1.0,1.5631096363067627,1.0
VirtualDataset89.csv,31.38090991973877,0.729016022609823,26.663681983947754,0.3926722279648811
Virtual_Dataset33.csv,37.77804780006409,-1.5896294409815819,26.777555465698242,-1.1122449633164182
VirtualDataset64.csv,43.451942443847656,-3.2579220203737362,13.233338594436646,-1.4372654642082727
VirtualDataset92.csv,6.728680372238159,0.9999999999999999,25.139851093292236,-3.6981354639360013
VirtualDataset79.csv,33.142817974090576,-0.2462816553712217,27.321171045303345,-0.19165222627234235
Virtual_Dataset9.csv,10.40700364112854,1.0,22.658551931381226,0.9991917994256404
VirtualDataset73.csv,26.70711374282837,0.5770643897319934,23.443504571914673,0.14067381644523624
Virtual_Dataset36.csv,10.966772556304932,1.0,2.3117849826812744,1.0
VirtualDataset101.csv,25.636887550354004,0.16485709378905888,22.517189502716064,0.0011726775302228765
Virtual_Dataset15.csv,,,,
